tag,acc_mean,acc_std,f1_mean,f1_std,epoch_mean
A. Dropout=0.1（无LS）,0.634895419645221,0.008034943555993417,0.4900933838858794,0.01652789494443028,20.0
B. Dropout=0.1+LabelSmoothing0.1,0.6277468890653958,0.021154338740204566,0.44801616044375714,0.030460198762455697,12.666666666666666
